Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Fraction 2	Fraction 3	Fraction 4	Fraction 5	Fraction 6	Q-value	Score	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity corrected 10	Reporter intensity corrected 11	Reporter intensity corrected 12	Reporter intensity corrected 13	Reporter intensity corrected 14	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity 10	Reporter intensity 11	Reporter intensity 12	Reporter intensity 13	Reporter intensity 14	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity count 7	Reporter intensity count 8	Reporter intensity count 9	Reporter intensity count 10	Reporter intensity count 11	Reporter intensity count 12	Reporter intensity count 13	Reporter intensity count 14	Intensity	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions	Taxonomy IDs
Q9BW62	Q9BW62	2	2	2	Katanin p60 ATPase-containing subunit A-like 1	KATNAL1	sp|Q9BW62|KATL1_HUMAN Katanin p60 ATPase-containing subunit A-like 1 OS=Homo sapiens OX=9606 GN=KATNAL1 PE=1 SV=1	1	2	2	2	4.9	4.9	4.9	55.392	490	490	5				1		1	0	8.685	21569	17416	21566	19725	19000	16304	14951	28113	12156	10494	14506	23133	19631	30271	21569	17416	21566	19725	19000	16304	14951	28113	12156	10494	14506	23133	19631	30271	1	2	2	1	1	1	2	1	1	1	1	1	1	2	15449000	2				1339	1954;2249	True;True	1995;2301	5101;5822	5520;6301	5520;6301			9606
Q9BX66	Q9BX66	6	6	6	Sorbin and SH3 domain-containing protein 1	SORBS1	sp|Q9BX66|SRBS1_HUMAN Sorbin and SH3 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SORBS1 PE=1 SV=3	1	6	6	6	5.1	5.1	5.1	142.51	1292	1292	3.83	1	2	1	4	2	2	0	21.757	16449	17865	21087	12790	22649	18407	64513	23322	21720	31952	28265	19241	20720	15103	16449	17865	21087	12790	22649	18407	64513	23322	21720	31952	28265	19241	20720	15103	10	10	10	9	11	11	12	11	10	11	10	11	11	9	38402000	13				1340	1072;2038;2381;2598;3177;4989	True;True;True;True;True;True	1082;2081;2434;2657;3244;5090	2728;5304;6135;6136;6137;6698;6699;8256;8257;8258;12814;12815	2931;5741;6630;6631;6632;7227;7228;8923;8924;8925;8926;13881;13882	2931;5741;6631;7228;8923;13882			9606
Q9BX67	Q9BX67	3	3	3	Junctional adhesion molecule C	JAM3	sp|Q9BX67|JAM3_HUMAN Junctional adhesion molecule C OS=Homo sapiens OX=9606 GN=JAM3 PE=1 SV=1	1	3	3	3	12.9	12.9	12.9	35.02	310	310	3.14	1	1	2	2	1		0	45.491	35555	90357	50386	42663	37313	62936	59108	47181	37663	72199	67797	52432	66667	49507	35555	90357	50386	42663	37313	62936	59108	47181	37663	72199	67797	52432	66667	49507	4	6	4	4	4	5	3	4	4	4	5	4	4	4	64697000	7				1341	945;3466;3478	True;True;True	950;3536;3548	2406;9001;9002;9003;9035;9036;9037	2575;9765;9766;9767;9799;9800;9801	2575;9766;9800			9606
Q9BXF6	Q9BXF6	1	1	1	Rab11 family-interacting protein 5	RAB11FIP5	sp|Q9BXF6|RFIP5_HUMAN Rab11 family-interacting protein 5 OS=Homo sapiens OX=9606 GN=RAB11FIP5 PE=1 SV=1	1	1	1	1	2.5	2.5	2.5	70.414	653	653	5				1	1	1	0	4.4222	18781	6875.2	15195	30811	19837	17652	8376.8	15577	16892	16136	20444	13793	28741	23133	18781	6875.2	15195	30811	19837	17652	8376.8	15577	16892	16136	20444	13793	28741	23133	3	3	3	3	3	3	3	3	3	3	3	3	3	3	16322000	3				1342	6472	True	6585	16500;16501;16502	17911;17912;17913	17912			9606
Q9BY11;Q9UNF0	Q9BY11	17;2	17;2	17;2	Protein kinase C and casein kinase substrate in neurons protein 1	PACSIN1	sp|Q9BY11|PACN1_HUMAN Protein kinase C and casein kinase substrate in neurons protein 1 OS=Homo sapiens OX=9606 GN=PACSIN1 PE=1 SV=1	2	17	17	17	43.2	43.2	43.2	50.965	444	444;486	3.55	3	8	9	7	5	6	0	168.49	307420	256240	171380	313220	247080	215180	278040	241780	269440	231300	331510	317560	194510	313020	307420	256240	171380	313220	247080	215180	278040	241780	269440	231300	331510	317560	194510	313020	37	33	36	38	37	35	35	36	33	36	35	35	32	37	461860000	40				1343	318;511;826;832;1416;1877;2261;2521;2937;3590;3780;3907;4579;5730;5940;6484;6624	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	319;512;827;833;1442;1915;2313;2576;3002;3661;3856;3989;4671;5832;6040;6597;6738	813;1301;1302;1303;1304;1305;2107;2108;2109;2110;2111;2128;2129;2130;3664;4894;5852;5853;5854;6496;6497;6498;6499;7622;9313;9772;10109;11734;11735;11736;14587;15124;15125;15126;16530;16531;16532;16892	876;1392;1393;1394;1395;1396;1397;2264;2265;2266;2267;2268;2285;2286;2287;3959;5291;6337;6338;6339;7012;7013;7014;7015;8229;10089;10585;10946;12709;12710;12711;15794;16372;16373;16374;16375;17943;17944;17945;18331	876;1394;2268;2285;3959;5291;6338;7014;8229;10089;10585;10946;12710;15794;16373;17943;18331	867;868	43;88	9606;9606
Q9BY43;E9PSI1	Q9BY43;E9PSI1	6;5	6;5	6;5	Charged multivesicular body protein 4a	CHMP4A	sp|Q9BY43|CHM4A_HUMAN Charged multivesicular body protein 4a OS=Homo sapiens OX=9606 GN=CHMP4A PE=1 SV=3;tr|E9PSI1|E9PSI1_HUMAN Transmembrane 9 superfamily member OS=Homo sapiens OX=9606 PE=3 SV=1	2	6	6	6	31.1	31.1	31.1	25.098	222	222;815	3.62	2	2	2	2	3	2	0	92.307	35559	39500	28825	41697	33187	34326	52637	37604	40620	42770	51164	30959	28186	48237	35559	39500	28825	41697	33187	34326	52637	37604	40620	42770	51164	30959	28186	48237	11	8	10	10	10	11	10	8	7	9	12	8	8	10	96015000	13				1344	65;1454;2947;3486;5081;6288	True;True;True;True;True;True	65;1481;3012;3556;5184;6397	150;3766;3767;3768;3769;7637;9056;9057;9058;13025;13026;16047;16048	158;4071;4072;4073;4074;8244;9821;9822;9823;14103;14104;17429;17430	158;4074;8244;9823;14104;17430			9606;9606
Q9BY44	Q9BY44	1	1	1	Eukaryotic translation initiation factor 2A;Eukaryotic translation initiation factor 2A, N-terminally processed	EIF2A	sp|Q9BY44|EIF2A_HUMAN Eukaryotic translation initiation factor 2A OS=Homo sapiens OX=9606 GN=EIF2A PE=1 SV=3	1	1	1	1	2.6	2.6	2.6	64.989	585	585	1.5	1	1					0	51.152	0	833.96	965.97	1276.7	806.57	0	0	999.05	1318.2	1947.7	1691.8	1668.5	0	1061.8	0	833.96	965.97	1276.7	806.57	0	0	999.05	1318.2	1947.7	1691.8	1668.5	0	1061.8	0	1	1	1	1	0	0	1	1	2	1	1	0	1	9815300	2				1345	5601	True	5704	14281;14282	15465;15466	15465			9606
Q9BY89	Q9BY89	2	2	2	Uncharacterized protein KIAA1671	KIAA1671	sp|Q9BY89|K1671_HUMAN Uncharacterized protein KIAA1671 OS=Homo sapiens OX=9606 GN=KIAA1671 PE=1 SV=2	1	2	2	2	1.8	1.8	1.8	196.71	1806	1806	5				1	1	1	0	26.442	12373	14414	7600.1	18096	7670.9	18148	10021	19528	17386	19503	23043	25395	16465	19202	12373	14414	7600.1	18096	7670.9	18148	10021	19528	17386	19503	23043	25395	16465	19202	1	2	2	2	2	3	2	3	2	2	2	2	2	2	22487000	3				1346	3616;5208	True;True	3688;5315	9374;13308;13309	10159;14435;14436	10159;14436			9606
Q9BYB0	Q9BYB0	9	9	9	SH3 and multiple ankyrin repeat domains protein 3	SHANK3	sp|Q9BYB0|SHAN3_HUMAN SH3 and multiple ankyrin repeat domains protein 3 OS=Homo sapiens OX=9606 GN=SHANK3 PE=1 SV=3	1	9	9	9	7.3	7.3	7.3	184.67	1731	1731	2.92	3	3	3	1	2	1	0	58.679	23694	24712	19435	23527	16256	18901	14708	21922	28347	28798	30631	19243	23993	30102	23694	24712	19435	23527	16256	18901	14708	21922	28347	28798	30631	19243	23993	30102	10	10	9	8	6	6	6	7	10	9	9	8	10	10	47711000	13				1347	59;423;930;2864;3017;3898;4867;5532;5596	True;True;True;True;True;True;True;True;True	59;424;933;2927;3083;3979;4964;5636;5699	137;138;1091;2362;2363;7404;7405;7820;10083;12498;12499;14116;14275	145;146;1173;2529;2530;7976;7977;8439;10917;13547;13548;15293;15459	145;1173;2530;7977;8439;10917;13548;15293;15459			9606
Q9BYC8	Q9BYC8	1	1	1	39S ribosomal protein L32, mitochondrial	MRPL32	sp|Q9BYC8|RM32_HUMAN 39S ribosomal protein L32, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL32 PE=1 SV=1	1	1	1	1	11.7	11.7	11.7	21.405	188	188	4.5				1	1		0	8.7648	1257.6	0	1882.2	2005.1	1105.3	1579.8	0	0	0	980.42	2799.7	3684.7	0	2553.7	1257.6	0	1882.2	2005.1	1105.3	1579.8	0	0	0	980.42	2799.7	3684.7	0	2553.7	1	0	2	2	1	1	0	0	0	1	2	2	0	2	1436400	3				1348	576	True	579	1449;1450	1550;1551;1552	1552			9606
Q9BYV8	Q9BYV8	1	1	1	Centrosomal protein of 41 kDa	CEP41	sp|Q9BYV8|CEP41_HUMAN Centrosomal protein of 41 kDa OS=Homo sapiens OX=9606 GN=CEP41 PE=1 SV=1	1	1	1	1	2.7	2.7	2.7	41.368	373	373	6						1	0	3.2466	3007.2	2898.2	3390.7	3018.1	3411.5	1212.7	3685	5149.8	3131.9	1900.8	4256.3	2331.2	1838	3392.6	3007.2	2898.2	3390.7	3018.1	3411.5	1212.7	3685	5149.8	3131.9	1900.8	4256.3	2331.2	1838	3392.6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4958100	1				1349	3386	True	3456	8800	9532	9532			9606
Q9BZ72	Q9BZ72	1	1	1	Membrane-associated phosphatidylinositol transfer protein 2	PITPNM2	sp|Q9BZ72|PITM2_HUMAN Membrane-associated phosphatidylinositol transfer protein 2 OS=Homo sapiens OX=9606 GN=PITPNM2 PE=1 SV=1	1	1	1	1	0.7	0.7	0.7	148.93	1349	1349	4		2		2		2	0.0027491	2.6046	1444.4	10208	8352.5	681570	3534.6	36595	4313.9	2125.1	830.74	0	0	10150	4904.1	10297	1444.4	10208	8352.5	681570	3534.6	36595	4313.9	2125.1	830.74	0	0	10150	4904.1	10297	1	6	6	6	1	6	3	2	1	0	0	6	4	6	93708000	6				1350	6779	True	6894	17255;17256;17257;17258;17259;17260	18726;18727;18728;18729;18730;18731	18729	869	372	9606
Q9BZE9	Q9BZE9	3	3	3	Tether containing UBX domain for GLUT4	ASPSCR1	sp|Q9BZE9|ASPC1_HUMAN Tether containing UBX domain for GLUT4 OS=Homo sapiens OX=9606 GN=ASPSCR1 PE=1 SV=1	1	3	3	3	6.5	6.5	6.5	60.182	553	553	2.5	2	2	1			1	0	13.23	38567	64347	43119	37982	47572	29265	48802	45510	28443	26979	33731	52949	38950	45462	38567	64347	43119	37982	47572	29265	48802	45510	28443	26979	33731	52949	38950	45462	6	6	6	6	6	5	6	5	5	6	5	6	5	6	29217000	6				1351	51;2090;5121	True;True;True	51;2137;5225	120;121;5434;13121;13122;13123	127;128;5878;14208;14209;14210	127;5878;14209			9606
Q9BZH6	Q9BZH6	1	1	1	WD repeat-containing protein 11	WDR11	sp|Q9BZH6|WDR11_HUMAN WD repeat-containing protein 11 OS=Homo sapiens OX=9606 GN=WDR11 PE=1 SV=1	1	1	1	1	0.7	0.7	0.7	136.68	1224	1224	2		1					0.005996	2.4382	5773.5	8900.3	4862.9	3832.6	6092	3699.7	6872.2	6811.9	2306	2648.4	3628.5	7642.8	6263.5	3795.1	5773.5	8900.3	4862.9	3832.6	6092	3699.7	6872.2	6811.9	2306	2648.4	3628.5	7642.8	6263.5	3795.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4276200	1				1352	3767	True	3843	9731	10539	10539			9606
Q9BZL4	Q9BZL4	4	4	4	Protein phosphatase 1 regulatory subunit 12C	PPP1R12C	sp|Q9BZL4|PP12C_HUMAN Protein phosphatase 1 regulatory subunit 12C OS=Homo sapiens OX=9606 GN=PPP1R12C PE=1 SV=1	1	4	4	4	6.3	6.3	6.3	84.88	782	782	4.75		1	1	1	1	4	0	27.999	23350	30501	32090	33973	31421	31765	30828	35248	32857	39743	38973	30741	33580	34530	23350	30501	32090	33973	31421	31765	30828	35248	32857	39743	38973	30741	33580	34530	7	6	8	8	7	7	7	6	7	7	7	6	6	7	56684000	8				1353	35;1133;1470;2913	True;True;True;True	35;1143;1498;2978	77;78;79;2861;3806;3807;7569;7570	81;82;83;3070;4111;4112;8167;8168	83;3070;4112;8167			9606
Q9C040	Q9C040	6	6	6	Tripartite motif-containing protein 2	TRIM2	sp|Q9C040|TRIM2_HUMAN Tripartite motif-containing protein 2 OS=Homo sapiens OX=9606 GN=TRIM2 PE=1 SV=1	1	6	6	6	8.6	8.6	8.6	81.529	744	744	3.09	1	3	3	3		1	0	49.768	45017	68573	44981	39058	37713	51155	47001	51512	43121	37654	54954	51755	38654	42711	45017	68573	44981	39058	37713	51155	47001	51512	43121	37654	54954	51755	38654	42711	9	9	10	9	9	10	11	10	9	8	8	9	9	8	90206000	11				1354	1705;1972;1991;4340;5240;6787	True;True;True;True;True;True	1739;2015;2034;4424;5347;6902	4407;5136;5137;5185;5186;11177;11178;13375;13376;13377;17274	4755;5555;5556;5605;5606;12100;12101;14504;14505;14506;18745	4755;5556;5606;12100;14506;18745			9606
Q9C0B5	Q9C0B5	2	2	2	Palmitoyltransferase ZDHHC5	ZDHHC5	sp|Q9C0B5|ZDHC5_HUMAN Palmitoyltransferase ZDHHC5 OS=Homo sapiens OX=9606 GN=ZDHHC5 PE=1 SV=2	1	2	2	2	3.5	3.5	3.5	77.544	715	715	3	1	1	1	1	1		0	30.706	7814.7	6863.7	7902.4	14453	11788	11186	5963.2	10772	13487	21711	14207	14685	19422	13171	7814.7	6863.7	7902.4	14453	11788	11186	5963.2	10772	13487	21711	14207	14685	19422	13171	4	2	3	5	4	5	3	5	5	5	4	4	5	4	28968000	5				1355	3107;6166	True;True	3173;6272	8053;8054;8055;15730;15731	8692;8693;8694;17055;17056	8693;17056			9606
Q9C0C2	Q9C0C2	1	1	1	182 kDa tankyrase-1-binding protein	TNKS1BP1	sp|Q9C0C2|TB182_HUMAN 182 kDa tankyrase-1-binding protein OS=Homo sapiens OX=9606 GN=TNKS1BP1 PE=1 SV=4	1	1	1	1	0.6	0.6	0.6	181.79	1729	1729	4.5				1	1		0	3.3343	1678.4	2257.8	1750.8	2364.5	2211.6	1990	2598.5	1719	1271.8	4455.5	2522.3	1963.8	2376.8	4031.7	1678.4	2257.8	1750.8	2364.5	2211.6	1990	2598.5	1719	1271.8	4455.5	2522.3	1963.8	2376.8	4031.7	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2421100	2				1356	5243	True	5350	13382;13383	14511;14512	14511			9606
Q9C0C9	Q9C0C9	2	2	2	E2/E3 hybrid ubiquitin-protein ligase UBE2O	UBE2O	sp|Q9C0C9|UBE2O_HUMAN (E3-independent) E2 ubiquitin-conjugating enzyme OS=Homo sapiens OX=9606 GN=UBE2O PE=1 SV=3	1	2	2	2	3.2	3.2	3.2	141.29	1292	1292	5				1		1	0	23.564	4476.8	2240.6	4062.5	5682.2	4440.5	3407.3	4580.9	4286	3307.4	3938.9	7144.6	5882.2	5380.4	3255.8	4476.8	2240.6	4062.5	5682.2	4440.5	3407.3	4580.9	4286	3307.4	3938.9	7144.6	5882.2	5380.4	3255.8	1	2	2	2	2	2	2	2	1	2	2	2	2	2	6030400	2				1357	4184;6027	True;True	4268;6130	10799;15345	11698;16612	11698;16612			9606
Q9C0D0	Q9C0D0	4	4	4	Phosphatase and actin regulator 1	PHACTR1	sp|Q9C0D0|PHAR1_HUMAN Phosphatase and actin regulator 1 OS=Homo sapiens OX=9606 GN=PHACTR1 PE=1 SV=3	1	4	4	4	6.6	6.6	6.6	66.307	580	580	5			1		1	2	0	10.941	5991.6	8362.6	7928.3	9242.6	4948.5	6661.2	7974.5	12600	6118.2	7232.2	10359	7787.7	3790.8	11242	5991.6	8362.6	7928.3	9242.6	4948.5	6661.2	7974.5	12600	6118.2	7232.2	10359	7787.7	3790.8	11242	2	4	3	3	2	2	4	4	3	4	4	3	2	3	14882000	4				1358	2461;2462;3504;4002	True;True;True;True	2515;2516;3574;4085	6320;6321;9104;10339	6829;6830;9873;11198	6829;6830;9873;11198			9606
Q9C0E8	Q9C0E8	1	1	1	Protein lunapark	LNP	sp|Q9C0E8|LNP_HUMAN Endoplasmic reticulum junction formation protein lunapark OS=Homo sapiens OX=9606 GN=LNPK PE=1 SV=2	1	1	1	1	2.1	2.1	2.1	47.739	428	428	3			1				0.0027816	2.6885	0	1685.7	1645.1	0	0	0	0	0	0	0	0	974.93	0	0	0	1685.7	1645.1	0	0	0	0	0	0	0	0	974.93	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	805720	1				1359	1615	True	1648	4168	4495	4495			9606
Q9C0H9	Q9C0H9	5	5	5	SRC kinase signaling inhibitor 1	SRCIN1	sp|Q9C0H9|SRCN1_HUMAN SRC kinase signaling inhibitor 1 OS=Homo sapiens OX=9606 GN=SRCIN1 PE=1 SV=4	1	5	5	5	4.7	4.7	4.7	127.1	1183	1183	3.56	1	2	2	1	1	2	0	45.915	26219	26688	25505	43224	28867	38791	32899	49846	50362	62249	73348	48284	38580	61859	26219	26688	25505	43224	28867	38791	32899	49846	50362	62249	73348	48284	38580	61859	7	6	6	7	6	8	9	8	8	8	9	7	7	9	37306000	9				1360	84;811;1334;4016;5968	True;True;True;True;True	84;812;1353;4099;6068	196;197;198;199;2076;3450;10371;10372;15198	208;209;210;211;2231;3726;11235;11236;16453	211;2231;3726;11236;16453			9606
Q9GZM7	Q9GZM7	3	3	3	Tubulointerstitial nephritis antigen-like	TINAGL1	sp|Q9GZM7|TINAL_HUMAN Tubulointerstitial nephritis antigen-like OS=Homo sapiens OX=9606 GN=TINAGL1 PE=1 SV=1	1	3	3	3	8.1	8.1	8.1	52.387	467	467	4.42		2	1	3	2	4	0	14.201	50283	54559	53704	34029	60908	37167	56711	46301	30922	33832	42518	48842	54992	54334	50283	54559	53704	34029	60908	37167	56711	46301	30922	33832	42518	48842	54992	54334	12	12	11	10	12	9	12	10	9	11	11	11	11	11	59268000	12				1361	2087;3534;6422	True;True;True	2132;2133;2134;3604;6534	5428;5429;5430;5431;9158;9159;9160;9161;16386;16387;16388;16389	5872;5873;5874;5875;9927;9928;9929;9930;17788;17789;17790;17791	5873;9927;17791	870;871;872	311;461;464	9606
Q9GZM8	Q9GZM8	2	2	2	Nuclear distribution protein nudE-like 1	NDEL1	sp|Q9GZM8|NDEL1_HUMAN Nuclear distribution protein nudE-like 1 OS=Homo sapiens OX=9606 GN=NDEL1 PE=1 SV=1	1	2	2	2	6.1	6.1	6.1	38.374	345	345	3		1		1			0	4.5976	17597	14580	12333	7891.4	28793	16378	76626	8178.8	26254	20160	10760	8402.1	2945.7	15768	17597	14580	12333	7891.4	28793	16378	76626	8178.8	26254	20160	10760	8402.1	2945.7	15768	2	2	1	2	2	1	1	1	2	1	2	1	1	1	24720000	2				1362	740;2137	True;True	742;2184	1884;5534	2032;5984	2032;5984			9606
Q9GZP4	Q9GZP4	1	1	1	PITH domain-containing protein 1	PITHD1	sp|Q9GZP4|PITH1_HUMAN PITH domain-containing protein 1 OS=Homo sapiens OX=9606 GN=PITHD1 PE=1 SV=1	1	1	1	1	5.2	5.2	5.2	24.178	211	211	3			1				0	3.166	1788.4	2007.4	2047.3	1708.1	3163.6	1656.5	2454.7	2172.3	1427.4	1667.2	1351.5	1963.6	1056.9	1293.4	1788.4	2007.4	2047.3	1708.1	3163.6	1656.5	2454.7	2172.3	1427.4	1667.2	1351.5	1963.6	1056.9	1293.4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1				1363	1146	True	1156	2888	3097	3097			9606
Q9GZT3	Q9GZT3	4	4	4	SRA stem-loop-interacting RNA-binding protein, mitochondrial	SLIRP	sp|Q9GZT3|SLIRP_HUMAN SRA stem-loop-interacting RNA-binding protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLIRP PE=1 SV=1	1	4	4	4	43.1	43.1	43.1	12.349	109	109	3.09	1	3	3	2	2		0	14.445	95330	76132	74048	69602	74787	39809	58018	90393	41579	43108	50350	93580	59098	148440	95330	76132	74048	69602	74787	39809	58018	90393	41579	43108	50350	93580	59098	148440	12	12	11	10	11	10	11	13	10	10	11	12	10	13	336360000	13				1364	2853;4103;4498;5474	True;True;True;True	2916;4187;4587;5578	7381;7382;7383;7384;10599;10600;10601;11534;13963;13964;13965	7950;7951;7952;7953;7954;7955;11482;11483;11484;12498;15131;15132;15133	7952;11483;12498;15133			9606
Q9GZV7	Q9GZV7	7	7	7	Hyaluronan and proteoglycan link protein 2	HAPLN2	sp|Q9GZV7|HPLN2_HUMAN Hyaluronan and proteoglycan link protein 2 OS=Homo sapiens OX=9606 GN=HAPLN2 PE=2 SV=1	1	7	7	7	24.4	24.4	24.4	37.775	340	340	3.83	1	5	5	4	2	6	0	67.796	130010	152980	131770	93376	132230	299050	40529	90424	90265	59192	74738	101570	151280	67431	130010	152980	131770	93376	132230	299050	40529	90424	90265	59192	74738	101570	151280	67431	22	22	19	19	18	21	15	17	19	18	16	19	22	15	300600000	23				1365	2464;2561;3786;4261;4656;6361;6932	True;True;True;True;True;True;True	2518;2619;3862;4344;4748;6471;7050	6325;6326;6327;6328;6329;6597;9785;9786;9787;9788;10959;10960;11924;11925;11926;16235;16236;17685;17686;17687;17688;17689;17690	6834;6835;6836;6837;6838;7118;10598;10599;10600;10601;11870;11871;12915;12916;12917;17626;17627;19177;19178;19179;19180;19181;19182	6837;7118;10601;11870;12916;17626;19181			9606
Q9H019	Q9H019	1	1	1	Mitochondrial fission regulator 1-like	MTFR1L	sp|Q9H019|MFR1L_HUMAN Mitochondrial fission regulator 1-like OS=Homo sapiens OX=9606 GN=MTFR1L PE=1 SV=2	1	1	1	1	4.1	4.1	4.1	31.957	292	292	4				1			0.0034153	2.5528	2028.9	2892.5	1497.6	2052.6	2615.1	954.84	1777.2	2602.5	1382.1	1665	0	2498.9	979.84	2418.1	2028.9	2892.5	1497.6	2052.6	2615.1	954.84	1777.2	2602.5	1382.1	1665	0	2498.9	979.84	2418.1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1842500	1				1366	6178	True	6284	15758	17088	17088			9606
Q9H098	Q9H098	7	7	7	Protein FAM107B	FAM107B	sp|Q9H098|F107B_HUMAN Protein FAM107B OS=Homo sapiens OX=9606 GN=FAM107B PE=1 SV=1	1	7	7	7	51.9	51.9	51.9	15.558	131	131	3.25	5	4	2	3	2	4	0	128.09	83296	144440	88099	89804	71457	127810	152330	277810	258860	216330	321360	50090	95409	207890	83296	144440	88099	89804	71457	127810	152330	277810	258860	216330	321360	50090	95409	207890	17	19	17	16	15	18	17	18	18	19	19	12	14	19	157650000	20				1367	259;1910;2827;3688;3865;4136;5318	True;True;True;True;True;True;True	259;1949;2890;3761;3946;4220;5426	689;4983;7307;7308;7309;9529;10009;10010;10011;10012;10013;10684;10685;10686;13559;13560;13561;13562;13563;13564	741;5386;7867;7868;7869;10323;10838;10839;10840;10841;10842;11577;11578;11579;14699;14700;14701;14702;14703;14704	741;5386;7867;10323;10841;11579;14702			9606
Q9H0B6	Q9H0B6	3	3	3	Kinesin light chain 2	KLC2	sp|Q9H0B6|KLC2_HUMAN Kinesin light chain 2 OS=Homo sapiens OX=9606 GN=KLC2 PE=1 SV=1	1	3	3	3	6.6	6.6	6.6	68.934	622	622	3		1	1	1			0	86.463	7429.5	5067.1	4067.1	7155.9	6358.2	5101.1	3657.4	5768.8	4953.7	10656	8580.2	4854.6	8646.7	9131.8	7429.5	5067.1	4067.1	7155.9	6358.2	5101.1	3657.4	5768.8	4953.7	10656	8580.2	4854.6	8646.7	9131.8	3	3	2	3	2	2	3	2	3	3	3	2	3	3	10110000	3				1368	4146;5791;6066	True;True;True	4230;5892;6169	10710;14729;15450	11603;15943;16725	11603;15943;16725			9606
Q9H0E2	Q9H0E2	2	2	2	Toll-interacting protein	TOLLIP	sp|Q9H0E2|TOLIP_HUMAN Toll-interacting protein OS=Homo sapiens OX=9606 GN=TOLLIP PE=1 SV=1	1	2	2	2	10.2	10.2	10.2	30.281	274	274	2.67	1		1	1			0	5.696	4311.9	2305.5	5521.6	3038.2	3238.9	1385.8	1544.7	4601.7	1310.6	0	3251.6	4869	2854.8	5035.9	4311.9	2305.5	5521.6	3038.2	3238.9	1385.8	1544.7	4601.7	1310.6	0	3251.6	4869	2854.8	5035.9	2	2	2	2	2	1	1	2	1	0	2	3	1	2	3835800	3				1369	879;2951	True;True	880;3016	2217;7644;7645	2377;8251;8252	2377;8252	873	270	9606
Q9H0H3	Q9H0H3	1	1	1	Kelch-like protein 25	KLHL25	sp|Q9H0H3|KLH25_HUMAN Kelch-like protein 25 OS=Homo sapiens OX=9606 GN=KLHL25 PE=1 SV=1	1	1	1	1	1.5	1.5	1.5	65.923	589	589	4		1	1	1	1	1	0	3.1334	1308	2476.4	2036.8	1240.5	1243.4	3892.8	1770.2	3411.5	2977	3444.8	3118.6	2484.1	3244.1	2977	1308	2476.4	2036.8	1240.5	1243.4	3892.8	1770.2	3411.5	2977	3444.8	3118.6	2484.1	3244.1	2977	1	2	1	1	1	2	1	1	1	2	1	1	1	1	658870000	6				1370	4462	True	4549	11456;11457;11458;11459;11460	12416;12417;12418;12419;12420;12421	12419	874	1	9606
Q9H0R8	Q9H0R8	4	2	1	Gamma-aminobutyric acid receptor-associated protein-like 1	GABARAPL1	sp|Q9H0R8|GBRL1_HUMAN Gamma-aminobutyric acid receptor-associated protein-like 1 OS=Homo sapiens OX=9606 GN=GABARAPL1 PE=1 SV=1	1	4	2	1	17.1	17.1	6.8	14.044	117	117	3.57		2	2	1	1	1	0	4.9455	121420	93808	91303	103550	98872	89177	61042	99557	77431	94679	96327	107430	79787	123640	121420	93808	91303	103550	98872	89177	61042	99557	77431	94679	96327	107430	79787	123640	7	7	7	7	7	7	7	7	7	7	7	7	7	7	343050000	7				1371	1541;3708;6578;6919	True;True;False;False	1572;3783;6691;7036	3990;3991;3992;3993;3994;9576;9577;16781;17653;17654;17655	4303;4304;4305;4306;4307;10375;10376;18210;19140;19141;19142;19143;19144	4305;10375;18210;19140			9606
